Survey_type,StudentID,Duration,Q1_1,Q1_2,Q1_score,Q2_1,Q2_2,Q2_score,Q3_1,Q3_2,Q3_score,Q4_1,Q4_2,Q4_score,Q5_1,Q5_2,Q5_score,Q6_1,Q6_2,Q6_score,Q1_1_n,Q2_1_n,Q3_1_n,Q4_1_n,Q5_1_n,Q6_1_n,CRT_1,CRT_2,CRT_3,CRT_1_knew,CRT_2_knew,CRT_3_knew,Age,Gender,Education
クラウドワークス,yasui0002,1172,いいえ,肺疾患ありと肺疾患無しの割合は３対２で同じになっていて、これが証明にはならないから。,4,賛成,暴力を全く奮わない割合に少し逆転が起こっているものの、多く奮っている割合は明らかにゲーム時間に比例しているから。,1,賛成,人口が増えて都市化が進むと、汚染状況と交通量が増えると思っているから。,1,賛成,近年は、出生率よりも死亡率の方が上回っておりこれからも続きそうだから。,1,反対,増えていることもあるが、減少している年もあるから。,2,はい,非活動的な生活をした場合、大半の人数がアレルギーがあると調査結果が出ており、逆のパターンも結果が出ているから。,1,0,1,1,1,0,1,50,100,47,知らなかった,知らなかった,知らなかった,38,女,大学(学部)
クラウドワークス,posoa,595,いいえ,非喫煙者との比率があまり変わらないため,3,賛成,確実にそうだとはいえないが暴力的な傾向があるため,1,賛成,人が多い地域は汚染が起こりやすいので,0,賛成,少子化が進み止まっていない傾向があるため,0,反対,増加はしているが急激に増えていないため,2,はい,運動不足によって血行が悪くなって何らかの異常が発生した,0,0,1,1,1,0,1,50,5,47,知らなかった,知らなかった,知らなかった,48,男,大学(学部)
クラウドワークス,sakura132,637,いいえ,肺疾患がある人の割合は喫煙者、非喫煙者共に60％で同じだから、起因しているとは言えないと思います。,4,賛成,テレビゲームをする時間が長い程、暴力経験の割合が大きくなっているのが分かるので、この主張には賛成です。,1,反対,交通量が増えるのと同様、河川の汚染状況も悪化しているが、居住者が増えてベッドタウン化したかもしれないので、都市化が進んでいるとは言えないと思います。,4,反対,死亡者数の中には新生児以外の子供や大人も含まれていると思うので、この主張はには反対です。,3,反対,前年度より犯罪者数が減っている年もあるので、警察の主張には反対です。,2,はい,非活動的な生活を送っている人の多くが皮膚のアレルギーを持っていることが分かるので、この考えは正しいと思います。,1,0,1,0,0,0,1,100,5,24,知らなかった,知らなかった,知らなかった,56,女,大学(学部)
クラウドワークス,aoiro_megane,1550,いいえ,確かに、喫煙者のほうが肺疾患の割合が高いが、疾患には遺伝や他の生活習慣など様々な要因があり、喫煙と非喫煙だけをもって肺疾患の原因と決めつけるには材料が足りないと考える。そのため、喫煙に起因しているとまでは言い切れない。,2,賛成,プレイ時間が長くなればなるほど、相対的に暴力をふるう割合が増加するため、何らかの関連がある可能性は大きい。また、時間数が増えると暴力を「多く」ふるう割合いも相対的に増えるため、関係は深いと考えられる。,1,賛成,まず、交通量の増大は、その街に住む人の数が増え、都市化して経済活動が活発化していることを示すものと考えられる。また、PCBの濃度の上昇は、直接的ではないものの、人の数が増えて、環境負荷が増大していることを間接的に補強する証拠だと言える。,1,賛成,出生数が頭打ちになり、最も最近では現象に転じている一方で、死亡数が急激に上昇しているため、相対的に子供の数が少なく感じるのはもっともであると思うから。,1,反対,過去の犯罪件数の推移を見ると、２年連続して増加した後で、減少した年もあり、継続して増加しているわけではない。そのため、今後も必ずしも犯罪が増加するとは言い切れないと考える。,3,いいえ,データの母数が少なすぎるため、このデータだけをもって非活動的な生活が皮膚アレルギーを引き起こすとまで言い切ることはできない。もっと多くのデータが必要である。,3,0,1,1,1,0,0,50,5,47,知らなかった,知らなかった,知らなかった,45,男,大学(学部)
クラウドワークス,linstruments,1015,いいえ,喫煙者と非喫煙者で肺疾患ありとなしで比率が変わらないのでデータ的には立証できていない,4,賛成,ゲームをすると思い通りにいかずイライラし、格闘ゲームなど暴力的な物も多いと思います,0,賛成,交通量も増え、河川汚染も進んでいるので、人口が増えていると思います,1,賛成,1960年おピークに出生率が下がり、2010年位が低すぎて、死亡率が上がり、過去一番になっているから,1,賛成,2003年以降上がっていて著しくはないが、2006年が一番高いので増やせるなら増やしたほうが良い,1,はい,エネルギーが余分にあればアレルギーが発生する可能性があり、表から見ても明らかだと思います,0,0,1,1,1,1,1,50,5,47,答えを知っていた,答えを知っていた,答えを知っていた,44,男,高等学校
クラウドワークス,michiko0257,835,はい,直接的な要因にはなっていないかもしれないですが、肺に負担がかかっているのは事実だと感じるからです。,0,反対,プレイするゲームの内容にもよると思うからです。,3,反対,都市化の定義がはっきりしませんが、交通量が増えたからと言って都市化しているとは考えられないと思うからです。ただ、その町を通過する車が増えただけかもしれないからです。また、河川の汚染も一つの工場が多量に汚染物質を流したことも考えられるからです。,4,反対,死亡数は年代にかかわらないと思うからです。高齢者が無くなっている数が多ければ、単純に子供が減っているとは考えにくいからです。,3,賛成,過去の記録からすると大幅に増加したとは言い切れないですが、犯罪の抑制につながるので良いことだと思うからです。,1,いいえ,現在の非活動的な生活の状況よりも、幼少期などの活動状況や遺伝なども関係すると感じるからです。,3,1,0,0,0,1,0,50,5,47,知らなかった,知らなかった,答えを知っていた,39,女,大学(学部)
クラウドワークス,seiko_sa,1294,いいえ,この結果だけを見ると喫煙者、非喫煙者両方とも、肺疾患有り無しの数値の割合が同じだから喫煙に起因しているとは言えない。,4,反対,ゲームのジャンルにもよると思う、ゲームと一括りにするよりもどんな内容のゲームでどうなるか統計を取らないと参考にならないと思う。,3,反対,都市化が原因というより技術の進歩により科学物質が多用されるようになり、それによる汚染が増えたものと考えられる,3,賛成,出生数はやや横ばいだが、死亡者が増えているため、十分な数が居ないというのは納得出来る,1,反対,微増程度なので今後増えると断言するのは早いと思う、もう数年現状維持で良いと思う。,2,いいえ,非活動的な生活で皮膚アレルギーになったのではなく、元々アレルギーなため積極的に活動することをためらっている可能性もあると思う。,4,0,0,0,1,0,0,100,5,36,答えを知っていた,答えを知っていた,知らなかった,46,女,専門学校(4年制)
クラウドワークス,今井　芳樹,2044,いいえ,喫煙者、非喫煙者それぞれともに肺疾患ありはあり・なし両方の合計に対し60%の割合となるため、肺疾患は喫煙に起因していないとこのデータから読み取りました。,4,反対,このグラフからはテレビゲームで遊ぶ時間が長ければ長いほど暴力をふるう傾向が大きくなると読み取れるが、だからと言ってテレビゲームで遊ぶ時間の長さが暴力をふるう要因になるとは考えられず、親が子供に対し放任的であるなど他の要因が絡んでくると思うため。,4,反対,車の交通量、河川の汚染は対象となるひとつの町に留まらず周辺の町からの流入の影響も十分に考えられるため、必ずしも対象となる町の都市化をこの2つのデータが指し示しているとは言えないと考えるから。,4,賛成,1972年ころを境に年度間の死亡数が出生数を上回り、さらに2010年以降は出生数がほぼ横ばいであるのに対し死亡数は増加傾向にあるため、人口全体に対する子供の数の割合が減少しているように取られ「ドイツには十分な数の子どもがいない」との主張に合致すると考えられるから。,1,反対,年度ごとの犯罪件数を追うとやや微増傾向に取れるが、年度によっては前年度に比べ減少していることもあるため、横ばい傾向にあるとも考えられるので必ずしもパトロールの人数を増やさなければならないという状況に達しているとは考えられないから。,2,はい,非活動的な生活のほうは皮膚アレルギーあり、反対に活動的な生活のほうは皮膚のアレルギーなしの傾向が割合的にはるかに大きく、非活動的な生活が皮膚アレルギーを引き起こすとこのデータから読み取れるため。,1,0,0,0,1,0,1,50,5,47,答えを知っていた,答えを知っていた,答えを知っていた,44,男,高等学校
クラウドワークス,utiumi,1016,はい,喫煙が体に害があるのは事実なので,0,賛成,いつもモンスターを倒したり殺したりしているから 自分もそうかもしれない,0,反対,交通量が増えると河川が汚染されるメカニズムがわからない,0,賛成,データーで数が減っているのがわかる,0,反対,２０件増加したのなら２００４年でそうなっている、直近２年間でどうと議論できるものではない,2,いいえ,自分は非活動的だが皮膚アレルギーはない 根拠がわからない,0,1,1,0,1,0,0,100,5,47,知らなかった,知らなかった,知らなかった,53,男,中学校
クラウドワークス,ikdikd,1590,いいえ,喫煙者・非喫煙者の双方とも調査対象の60%に肺疾患がある。他の要因を疑うべきと考えます。,4,反対,調査対象の年代がはっきりせず、反抗期など年代による部分もあると思うので「テレビゲームで遊ぶ時間が長くなると、暴力をふるうことにつながる」とは断定できない。,4,反対,交通量が増えること、そして河川の汚染が進むことが都市化ということではないと考えるからです。,2,反対,出生は子供の生まれた数ですが、死亡数が子供のものとは言及されていないので、「ドイツには十分な数の子どもがいない」という主張には反対です。,3,反対,増加数だけで見れば、2000年度と2001年度、2003年度と2004年度のほうが多いためです。,2,いいえ,皮膚アレルギーがあるため活動的な生活を過ごせず非活動的になっている可能性も考えられる。皮膚アレルギーが無い場合も同じように考えられる。皮膚アレルギーが無いため活動的な生活を過ごせていると。,4,0,0,0,0,0,0,100,5,47,答えを知っていた,答えを知っていた,答えを知っていた,51,男,専門学校(2年制)
クラウドワークス,スイートバジル,2148,いいえ,喫煙者も非喫煙者も、あり：なしがどちらも３：２の比率で、まったく変わらないから。 さらにサンプル数自体、喫煙者：非喫煙者が３：２なので、多く見える「喫煙者の肺疾患あり」の数字も、非喫煙者とは３：２で異常な数字ではないから。,4,反対,テレビゲームで遊ぶことが理由としてしまうと、遊ばない人の暴力はゼロにならないと辻褄が合わなくなるから。,2,反対,交通量が増える前よりに、河川の汚染状況が高くなっていっているから。 都市化は進んでいるのかもしれないが、原因は交通量ではない可能性が高いと思うので。,1,反対,死亡者数が増えていて、さらに数字が増える可能性があるのは、1965年内付近に出生した人が高齢になったためで、出生数と死亡数だけで十分と言えるかどうかはわからないから。  ,3,反対,全体的に増えてはいるが、増減を繰り返しているから。 たとえば区切ったのが昨年だったら、過去3番目の低さだったわけだから。,3,いいえ,サンプル数が少なすぎることと、住んでいる国や年齢などいろいろな環境にもよるので、関連があるか無いか、これだけでは言いきれないと思うから。,3,0,0,0,0,0,0,50,5,47,知らなかった,答えを知っていた,知らなかった,57,女,大学(学部)
クラウドワークス,なちなち,387,はい,数が非喫煙者より多いから。,1,賛成,長い時間ほど多くなっているから。,1,賛成,交通量、汚染状況も増えているぶん、都市化も進んでる。,1,賛成,出生数が多いときよりも減ってきているから,0,賛成,増加してるので賛成。,1,はい,活動的な生活よりも多い数になっている。,0,1,1,1,1,1,1,100,10,24,知らなかった,知らなかった,知らなかった,60,女,中学校
クラウドワークス,tsubota_ISS,2107,いいえ,喫煙者・非喫煙者ともに肺疾患である割合は三分の一である。よって喫煙は肺疾患とは無関係である。,4,反対,確かにデータを見るとテレビゲームのプレイ時間が多いほど暴力経験が多い傾向がある。しかし、子供がゲームを長時間遊び続ける家庭というのは親が子育てに無関心である傾向があるのではないかと思う。そのような家庭で育った子供は暴力に走りやすい特徴があるのではないかと思う。つまりテレビゲームのプレイ時間と暴力傾向は親の子育てへの関心度とうい第三の要因にそれぞれ相関しているのであり、2つの間には直接の関係はない。,4,賛成,10年の間に交通量は約7倍、PCB濃度もほとんど0だったものが大幅に増加しているので都市化が進んでいるといえる。,1,反対,子供について考えるので大体2000年以降のデータに注目する。各年とも死亡数が出生数を上回っていることが分かる。ということはドイツの人口全体における年齢のバランスとしては子供の割合が多くなっているということになる。よって十分な数の子供がいないという意見には反対である。,3,反対,確かに直近の2年間を比較すると犯罪件数は増加している。しかし2000年以降の各年の犯罪件数をみると510件程度を平均として推移しており、昨年度は近年の中では多いものの著しく多いわけではない。よってパトロールを増やすのは反対である。,2,いいえ,データによると確かにアレルギーと活動的か否かの間に相関がある。しかし皮膚にアレルギーがあると一般的にあまり活動的になれないのではないかと思う。よって非活動的だから皮膚アレルギーになるのではなく、皮膚アレルギーだから非活動的だと考える。,4,0,0,1,0,0,0,50,5,47,答えを知っていた,答えを知っていた,答えを知っていた,32,男,大学(学部)
クラウドワークス,ars21,1113,いいえ,割合で考えると喫煙者も非喫煙者も3：2で同じなので、起因しているとは考えられない。,4,賛成,ゲームをする時間が長い程暴力経験が多いので。,1,賛成,都市化の影響をうけ住人が増え、交通量や河川の汚染が多くなったと考えられる。,1,賛成,出生数がどんどん減り、死亡数が増えてきているので。,1,賛成,2000年度から2006年度までの犯罪件数を見ると増えている傾向にあるので。,1,はい,活動的な生活をしている人より非活動的な生活をしている人の方が多く皮膚のアレルギーを引き起こしているので。,1,0,1,1,1,1,1,100,100,24,知らなかった,知らなかった,知らなかった,38,男,大学(学部)
クラウドワークス,ririko5,1017,はい,私の祖父と母はヘビースモーカーで、祖父は肺がんで亡くなり、母は肺気腫を患っています。この経験上、喫煙と肺疾患は本当に関係があると思っています。,0,賛成,一日3～4時間以上となると多すぎるので、ゲームを我慢できない＆やめれない事が、暴力を我慢できない＆やめれないに繋がっているのではと思いました。,1,反対,この二つのデータを見ただけでは、都市化が進んでいるかどうか判断できませんでした。,2,賛成,グラフを見て、ドイツも日本と同じく少子高齢化になっているのではと思いました。,0,反対,グラフを見ると一見犯罪がすごく増えているように感じますが、実際はさほど数字に差はありません。パトロールは増やすべきだと思いますが、勘違いを招きかねないグラフに悪意を感じ、反対を選びました。,2,いいえ,データの合計数が少なすぎて、判断には値しないと思いました。,2,1,1,0,1,0,0,100,100,24,知らなかった,知らなかった,知らなかった,37,女,高等学校
クラウドワークス,baron0323,2429,いいえ,【肺疾患あり】については喫煙者の割合が非喫煙者よりも多いですが、同様に【肺疾患なし】についても喫煙者の割合が多く、このデータだけでは、肺疾患が喫煙に起因しているとはいえないからです。,3,反対,データを見ると、ゲームのプレイ時間が長ければながいほど暴力経験の割合が多いですが、年齢構成や家庭環境が分からないため、積極的に賛成できません。たとえば暴力とは、単に子供の軽い兄弟げんかのような小さな出来事から、家庭環境や学校いじめなどの複雑な背景に起因するものまで様々な形を取るものです。そのため、単純にゲームプレイ時間と暴力を直結させることには疑問があります。引きこもりや友達や家族の不在などが背景にある場合もあり、単純な因果関係は難しいと言えます。,4,賛成,交通量が増えているということは、人口が増えるとともに、生活雑貨や建築資材などの物流も増え、お店や学校などがあちこちにでき、都市化していると推測できます。さらに廃棄物や生活排水の問題が発生し、それが河川の汚染状況の悪化にもつながっていると思うからです。,1,反対,死亡数は増加傾向にありますが、出生数を見ると、1990年代後半からは約60～80万人の間で推移していて、それほど子供が減っていると思わないからです。,2,反対,2005年から直近2年間だけを考えればたしかに犯罪数が増えていますが、2000年からの7年間のデータを見ると、特段に犯罪者が増えているとはいえないからです。,2,はい,非活動的な生活では、皮膚アレルギーがある人の割合がとても多く、また反対に、アレルギーのない人も少なかったので、やはり非活動的な生活が皮膚アレルギーを引き起こす割合が高いと思ったからです。,1,0,0,1,0,0,1,50,5,47,答えを知っていた,答えを知っていた,答えを知っていた,46,男,大学(学部)
クラウドワークス,miyamiya927,930,いいえ,合計数に違いはあるものの、喫煙者と非喫煙者との差にはっきりとした違いがみられないと思うから,2,賛成,グラフを見る限り、ゲームを長時間する人としない人との差があまりにもハッキリしているから,1,賛成,都市化が進めば人も車も増えるのは当然だと思うから,1,反対,1960年代はともかく、近年の出生数と死亡数の差にそこまで大きな差はないと思うから,2,賛成,微増だとは思うが増加傾向にはあるので、対策をすべきという声があるのは当然だと思うから,1,はい,データを見る限り、活動的な生活と比べて明確に違いがあるから,1,0,1,1,0,1,1,50,1,20,知らなかった,知らなかった,知らなかった,40,女,短期大学
クラウドワークス,futaba123,558,はい,喫煙者の方が肺疾患ありが多いから,1,賛成,テレビゲームの時間と暴力が比例しているから。,1,賛成,車の走行量の伸びが5倍にもなっており、河川の汚染も増えているから。,1,反対,十分な数の根拠がわからないから。,2,賛成,パトロールは防犯につながるから。,0,いいえ,アレルギーは生まれ持った体質によることが多いので、活動的か否かで関連づけるのが難しいから。,3,1,1,1,0,1,0,50,100,47,知らなかった,知らなかった,知らなかった,51,女,大学(学部)
クラウドワークス,k_murayama8623,2234,いいえ,割合が同じだから。,4,反対,データは、そのように示しているが、今では家庭にゲームが浸透しているので、暴力と結びつけるのは早計だから。,4,賛成,交通量も河川の汚染物質も増えているから。,1,賛成,日本と同じように、出生数が100万人を切っているから。,0,反対,人数を増やすほど、犯罪の数は増えていないと思うから。,2,はい,データに明らかな差が表れているから。,0,0,0,1,1,0,1,50,100,47,知らなかった,知らなかった,答えを知っていた,58,男,高等学校
クラウドワークス,you355,505,いいえ,母数が違うので喫煙者の数を100にするとそれほど変わらないから。,3,賛成,ゲームの時間が長いほど暴力経験ありの比率が高くなっているから。,1,賛成,交通量が増加しているから。河川の汚染は農村部でもあり得るので関係が疑わしい。,2,賛成,出生数よりも死亡数の方が大きいので人口減少になっていくから。,1,反対,犯罪増加数は10%未満であり大きな対策が必要だとは思わない。,2,はい,実数が大きいから,0,0,1,1,1,0,1,100,1,47,知らなかった,答えを知っていた,答えを知っていた,60,男,大学(学部)
クラウドワークス,pana2013,2350,いいえ,アンケートの喫煙者と、非喫煙者の合計数が違うため肺疾患者の人数は違うが、どちらも6割で割合は同じだから。,4,反対,調査計画を見ると確かに相関しそうだが、各時間の調査の人数の開きが分からない。また少ない～多いとあり、この指標もあいまいで、0から回数等はっきりとした指標がないと判断がしにくい。,3,反対,交通量から都市化は進んでいるようには思う。ただ河川のPCB濃度からは判断できない。PCBはもう以前に製造が中止されており、高濃度になっていっているのは他の原因があると思う。,3,反対,一時期に比べると減っているが、2010年以降に増えてきているし（コロナ禍のころに減っているが）、人口比率なども含めて十分な数が何人かが分からない。,3,反対,棒グラフの値が505からになっており、差が大きく見えるように恣意的になっている。大体520件前後で年度によって多少の変化があり、いつも通りに見えた。,2,はい,調査人数が少ないく年齢層などもわからないが、アレルギーあり、なしを同人数の中での分類での差が大きく出ており、活動に伴う何ならかの要因で差が出ている可能性もあると思ったから。,2,0,0,0,0,0,1,50,5,47,知らなかった,知らなかった,答えを知っていた,45,女,専門学校(3年制)
クラウドワークス,fumygo,2167,いいえ,人数の割合的にどっちも6割が肺疾患ありになるので、肺疾患が喫煙に起因するとは言い切れないから。,4,賛成,理由としては長時間ゲームをすると家族に怒られたりするので、その腹いせに暴力が増える傾向にあるのかなと思うからです。,0,賛成,理由としては車の交通量がかなりの勢いで増加しているし、河川の汚染状況も上がっていることから人口も増えて都市化が進んでいると予想出来るから。,1,賛成,年々出生数が減少しているし、死亡数も増えていることから今後も出生数が減っていくと予想出来るから。,1,賛成,犯罪数が増加しているならパトロールの人数を増やすことで、犯罪数を減少させることに繋がると思うからです。,0,はい,非活動的な生活だとずっと部屋にこもる時間が増えるので、外の空気に触れる時間が少なくなくなるから皮膚のアレルギー症状が出やすくなるのかなと思うからです。,1,0,1,1,1,1,1,50,5,47,知らなかった,知らなかった,知らなかった,35,男,大学(学部)
クラウドワークス,yuhi1219,714,はい,サンプル数が十分である,0,賛成,ゲーム時間と暴力経験比率がきれいに比例しているから,1,反対,都市化の定義の不明瞭。工場が増えたのかもしれない。,3,反対,十分な子どもとはどういう意味か曖昧,2,反対,2005と2006の比較は、増加数が強調されるように恣意的にピックアップされていると感じる,2,いいえ,サンプル数が少ない。実験期間がわからない。性別や年齢などの条件が揃っているか不明。,3,1,1,0,0,0,0,50,5,47,知らなかった,知らなかった,知らなかった,36,女,大学(学部)
クラウドワークス,popo02,692,はい,アンケートの対象者が比較的多く、喫煙者のほうが肺疾患がある人数が多いため。,1,反対,時間が増えるほど「多い」のグラフが伸びているけれど、何人に調査したのかがわからないのでこれだけの情報では判断できないと思うため。,2,賛成,汚染状況が増えたり交通量が増えているということはそれだけ人の出入りも多くなったりして、都市化も進むのではないかと思うため。,1,反対,長年出生数よりも死亡数のほうが上回っているけれど、出生率自体は十分ありそうな気もすることから子どもがいないといい切るのは難しいのではないかと思うため。,3,賛成,増えては減りを繰り返してはいるけれど、パトロールを増やすこと自体は悪いことではないし防犯に繋がって良いと思うため。,1,いいえ,確かに数値上ではアレルギーを引き起こしているように見えるけれど、データが少なすぎていい切ることは難しそうだと思うため。,2,1,0,1,0,1,0,100,5,47,知らなかった,知らなかった,知らなかった,35,女,専門学校(2年制)
クラウドワークス,riotar,1115,いいえ,このデータからだと喫煙者、非喫煙者とも肺疾患ありの確率が60％なので喫煙に起因しているとは言えない。,4,賛成,数値からは明らかにテレビゲームの時間と暴力には相関関係があると考えます。ただしテレビゲームを長く遊んだものでも半数以上は暴力をしていないことには留意が必要です。,3,反対,交通量が1990年～2000年の10年で7倍ほどに伸びており道路交通網が整備されたとは言えるが、このデータだけで都市化したとは言えない。河川の汚染状況はPCB濃度は明らかに上がっているが、基準値がわからないのでなんとも言えない。,4,反対,出生数を死亡数が上回っているのでドイツ内での子供の数は減っていると言えるが、移民が子供を連れて流入しているので子供の数が十分でないとは言い切れない。あと十分な数の子供の定義もない。,4,反対,グラフの作り方がおかしいので一見大幅に増えているようだが、2001年と比較すれば2％も増えていないので人数を増やすほどのものとは言えない。,2,はい,若干サンプルは少ないが、非活動的な場合の約8割と、活動的な場合の約1.5割という皮膚疾アレルギーありの確率から関連があると考える。,2,0,1,0,0,0,1,100,5,47,知らなかった,答えを知っていた,答えを知っていた,52,男,大学(学部)
クラウドワークス,kumimatsu0310,774,いいえ,喫煙だけが一番の原因とは考えられないと思います。生活習慣や遺伝も要因のひとつだと考えます。,3,賛成,これだけが原因とは考えませんがきっかけのひとつにはなると思います。,2,賛成,人口が多くなることにより環境が悪化することはあると思います。そうなると都市化が進んでいると思います。,1,反対,2020年の死亡数は災害やコロナなどイレギュラーな突発的なものを含めたもので亡くなる方が増えたと考え子どもの出生数とはあまり因果関係がないと考えます。 ,3,賛成,2年間という短期間でこれだけ犯罪件数が増えているのならば今後も増えると思うので警察の意見に賛成です。,1,いいえ,生活環境と遺伝などが要因かと考えるので非活動的かどうかはあまり関連がないと思います。,3,0,1,1,0,1,0,1000,100,47,知らなかった,知らなかった,知らなかった,41,女,高等学校
クラウドワークス,yy6791,1102,いいえ,喫煙者の肺疾患あり・肺疾患なしの比率が1.5：1で、非喫煙者の肺疾患あり・肺疾患なしの比率も1.5：1であり、喫煙しようがしまいが全く差がないため。,4,賛成,「暴力が多い」というところを見ると、テレビゲームで遊ぶ時間が長くなれば長くなるほど、率が高くなっているので、関連性はあると考えられるので。,1,反対,交通量が多いのは、例えばその町が都市と都市の間にあって、単に車の通り道になっているだけという可能性もあるし、河川の汚染についてもその町ではなく、その町の上流が都市化していて、汚染状況が悪化しているだけかもしれないので、何とも言えないと思われるので。,4,賛成,出生数＜死亡数であれば、少子化が進んでいると考えられるので、十分な数の子供がいないと言えると思います。,1,反対,2000年～2006年までの犯罪件数を見ると、最近においてそれほど犯罪件数が伸びているとは思われないので。,2,いいえ,非活動的な生活をしていて皮膚のアレルギーありの方の場合、生まれつきなど、もともと皮膚のアレルギーがあったのか、それとも非活動的な生活が原因で皮膚のアレルギーになったのかどうかが判らないので。,4,0,1,0,1,0,0,50,5,47,答えを知っていた,答えを知っていた,答えを知っていた,47,男,大学(学部)
クラウドワークス,yocchi8,541,いいえ,喫煙者と非喫煙者での肺疾患ありと肺疾患なしの割合は同じなので、肺疾患が喫煙に起因しているとは言えないと思います。個人的には肺疾患が喫煙に関係しているとは思いますが、、,4,賛成,２次元の世界に長くいる分、外界の世界に触れる時間が少なくなりますので、人との関り方やコミュニケーション、感情の表し方等を学ぶ時間が少なくなるのだと思います。,0,賛成,交通量が多いということはそれだけ人の活動が活発に行われているということになると思いますので、活動が活発に行われると発展して都市化していくように思います。河川の汚染についてはよくわかりません。,1,反対,出生数よりも死亡数の方が多いので、人口全体は減少しているかもしれませんが子供の割合的には増えているように思います。,2,賛成,治安がよくなることは賛成ですが、直近２年間のデータだけを切り取っても適切な判断材料には少し欠けているような気もします。,1,はい,活動的に生活するとその分エネルギーに満ちた日々を送ることになると思いますので、そのことで体が強くなっていくのかもしれません。,0,0,1,1,0,1,1,50,5,47,答えを知っていた,答えを知っていた,答えを知っていた,40,男,大学(学部)
クラウドワークス,genmaitea,1992,いいえ,喫煙者で肺疾患ありの割合は60% 非喫煙者で肺疾患ありの割合は60% どちらも総数に対しての割合は同じなので喫煙の影響があったとは断言できないから。,4,賛成,全く遊ばないケースと比較すると増加しているから。,1,賛成,交通量が1990年と比較して５倍以上に増加し、河川の汚染状況からも付近に工業地帯などが建設されたことが窺えるから。,2,反対,確かに1960年代と比較すれば出生数は激減しているが、2010年代前半と比較すれば増加しており、一概に「十分な子どもがいない」とは言い切れないと感じたから。,2,反対,グラフの面積のみを比較すれば一見犯罪件数が倍増したかのようにも見えるが、実際は２０件の増加で、数年分のデータを踏まえて考えれば「今後も増加する」とは考えにくいから。,3,はい,非活動的な生活では80%以上が皮膚アレルギーあり　なのに対し 活動的な生活では　15%以下にとどまり、何らかの影響があると感じたから。,1,0,1,1,0,0,1,50,5,47,知らなかった,知らなかった,知らなかった,27,女,大学(学部)
クラウドワークス,mikisan0913,404,いいえ,比率で言うと同じだから,4,賛成,全体的に見ると、長ければ長くなるほど数値は高くなっているので,1,反対,車数の増加と河川の汚染は関係があるのかわからないから。工場が建ったりもあるかもしれない。,3,反対,死亡数が増えているが、その数の年代がわからないから,3,反対,一定数の増減はあり得るので、今後も増加傾向にあるかはわからないから。,3,はい,割合が明らかに高いので,0,0,1,0,0,0,1,50,5,12,答えを知っていた,答えを知っていた,知らなかった,32,女,大学(学部)
クラウドワークス,rikerin,2513,いいえ,喫煙者の数の方が非喫煙者より多いので、このデータ数では肺疾患は喫煙に起因していると考えにくいと思いました。,2,賛成,上記のデータだけをみると、かなり数字が比例しているので考えられるかもしれないと思いました。,1,反対,河川の汚染状況と交通量データの数字だけをみて、都市化がすすんでいるとは言えないと思います。もしかしたらこれらのデータはこの町の観光客が増えた結果かもしれないと考えたからです。,4,賛成,グラフをみると出生率が徐々に下がっているので、こどもが少ないと思いました。,0,賛成,2000年から2006年の犯罪件数をみると、犯罪が減っている年もあるけれども増加の傾向がみられるので賛成にしました。 ,1,はい,上記のデータの数だけで活動的な生活と皮膚アレルギーの有無の関連をみると、非活動的な生活が皮膚アレルギーを引き起こすといえると思います。,1,0,1,0,1,1,1,50,5,47,答えを知っていた,答えを知っていた,答えを知っていた,61,女,高等学校
クラウドワークス,hideakisan,1679,はい,喫煙者の肺疾患人数が、非喫煙者に比べてかなり多いから。,1,賛成,時間が長いほど、暴力をふるう回数が多くなっていることが明らかだから。,1,賛成,交通量が多くなっているということは、都市化が進展している一つの根拠であり、加えて河川の汚染状況が、その根拠の後押しをしているから。,1,反対,あくまで比較であり、死亡数が多いからといって、出生数が少ないという根拠にはならないから。,0,反対,直近２年では増加しているが、他の年度を比べると、年々増えているわけではないから。,2,はい,非活動的な生活と活動的な生活の数値が、顕著に対象的だから。,1,1,1,1,0,0,1,50,5,47,答えを知っていた,答えを知っていた,答えを知っていた,56,男,大学(学部)
クラウドワークス,fujitaro55,1826,はい,喫煙は肺にダメージなので、肺疾患と関連している,0,反対,ゲーマーは温厚な人が多い。ゲーム時間と暴力性は全く関係ないと思う,0,反対,河川の汚染の原因は、土砂崩れなど、他に原因がありそう,3,反対,死亡数の増加は新型感染症など一時的な影響もあるから,0,賛成,年により増減はあるが、3年前から3割増えているので、原因究明と対策を考えるべき,1,はい,非活動的な状態では、様々な防御力が下がると思う。活動的な状態では皮膚の免疫力が上がり、皮膚にはプラスだと思う,0,1,0,0,0,1,1,100,100,24,知らなかった,知らなかった,知らなかった,50,男,大学(学部)
クラウドワークス,花里かおり,1149,いいえ,割合は変わらないから,4,反対,ゲームの種類によっては繋がる可能性はあると思いますが、一概にそうとは言えないから,3,反対,車を所有する人が増えて環境は悪くなっていると思いますが、都市化が進んでいるとは限らないと思うから,2,賛成,1970年ごろまでは死亡数より出生数の方が多いですが、それ以降は逆転してしまっているから,1,反対,パトロールに人を増やすと人件費が増えるから他の方法を考えた方がいいと思ったから,3,はい,日常的に適度な運動をすることが健康に繋がると思うから,0,0,0,0,1,0,1,50,5,24,知らなかった,知らなかった,知らなかった,31,女,高等学校
